,title,split_title
4570,工会经会与残保金不交如果查到只是补交，还是也要交ZHI纳金与罚款吗？,工会 经会 残 保金 交 查 补交 交 ZHI 纳金 罚款
4571,老师好:财政给行政单位拨的体验费放到哪个科目？？,老师 财政 行政 单位 拨 体验 费 放到 科目
4572,现在资本是认缴制，实收资本的印花税可不可什么时候到位什么时候交？,资本 认缴 制 实收 资本 印花税 到位 交
4573,我公司是建筑业一般纳税人，有一挂靠我单位项目。开出30万工程发票，收到10劳务发票，材料发票20万本月未认证，应怎么做帐？,公司 建筑业 纳税人 一 挂靠 单位 项目 开出 30 万 工程 发票 收到 10 劳务 发票 材料 发票 20 万 本月 未 认证 应 做 帐
4574,一般纳税人建筑业，有挂靠项目，开出30万工程发票，收到10万劳务发票（当月已认证），还有20万的材料票，当月没认证通过！我们只收3%的管理费！怎么做凭证？,纳税人 建筑业 挂靠 项目 开出 30 万 工程 发票 收到 10 万 劳务 发票 当月 认证 20 万 材料 票 当月 认证 只收 3% 管理费 做 凭证
4575,本月销售某产品，是来自多批次不同入货单价的商品，该用什么法核算该款商品在当月的销售成本？月末一次性平均法或移动平均法或是别的方法？,本月 销售 产品 批次 入货 单价 商品 该用 法 核算 该款 商品 当月 销售 成本 月末 一次性 平均法 平均法 方法
4576,老师请问一下，我的会计档案在河南，想报考深圳的初级，是不是要把档案转过来,老师 请问 会计 档案 河南 想 报考 深圳 初级 档案 转过
4577,老师，我公司员工报销时有收据，可不可以先列支，年终汇算清缴在调增？,老师 公司员工 报销 时有 收据 可不可以 先 列支 年终 汇算 清缴 调增
4578,企业提取的坏账准备是否应有一定的提取规定，在企业所得税汇算清缴时需要调整吗？如果要调整如何调整？,企业 提取 坏账 应有 提取 企业 所得税 汇算 清缴 时 调整 调整 调整
4579,本季度就有2000元收入，符合小微企业季度不达9万免税。。。。。这样不交增值税了，那请问印花税用交么？附税是不是也不用交了,本季度 2000 元 收入 符合 小微 企业 季度 不达 万 免税 交 增值税 请问 印花税 用交 附税 不用 交了
4580,请问公司安装的纱窗计入什么科目啊，最好指导到二级科目，金额千元以内,请问 公司 安装 纱窗 计入 科目 指导 二级 科目 金额 千元 以内
4581,老师，新成立的小规模公司，财务上都需要准备什么,老师 新 成立 小规模 公司 财务
4582,老师，你好！个体的发票开错了，跨月了！如果开红字发票，那些税款可以抵扣回来不？,老师 你好 个体 发票 开错 跨 月 开红字 发票 税款 抵扣 回来
4583,老师有基金公司的实操吗,老师 基金 公司 实操
4584,齿轮加工属于劳务还是服务？,齿轮 加工 劳务 服务
4585,老师，你好！我想问下，我们公司发工资是从基本户转到老板卡里，从老板卡里转的帐，我应该怎么做账？,老师 你好 我想 问下 公司 发工资 是从 户 转到 老板 卡里 老板 卡里 转 帐 做账
4586,老师请问单位代a交社保，a当月就还代缴费用，可以不走往来直接借：现金贷：银行,老师 请问 单位 代 a 交 社保 a 当月 代缴 费用 走 往来 现金 贷 银行
4587,普票丢失了，复印件能入帐吗？,普票 丢失 复印件 入帐
4588,劳务报酬所得和工资薪金所得不会合并在一起交税嘛？,劳务 报酬 所得 工资 薪金 所得 合并 交税
4589,旅行社打给地接人的款如何做分录？还有收到很多公司的团款，这些公司由地接人所在的公司开票给他们，那我们公司的这笔收入如何做分录？,旅行社 接人 款 做 分录 收到 公司 团款 公司 由地 接人 公司 开票 公司 这笔 收入 做 分录
4590,是公司的员工，但是不在公司所在地工作，社保如何上比较好呢？,公司 员工 公司 所在地 工作 社保
4591,老师，你好，我兼职了一家民办非营利组织机构，主营学历提升，做外账，每个月有一些兼职人员的工资我是作为劳务报酬在金三税申服的，但是没有发票，好像这样操作不对，请问应该怎么操作比较合理？,老师 你好 兼职 一家 民办 非营利 组织 机构 主营 学历 提升 做 外账 月 一些 兼职 人员 工资 劳务 报酬 金三税 申服 发票 好像 操作 请问 操作
4592,老实，金蝶商贸高级版，建账，作为会计新手，需要注意哪些问题？,老实 金蝶 商贸 高级 版 建账 会计 新手
4593,公司正在搞基建，车间里买的设备吊装费记入哪个科目？,公司 搞 基建 车间 里 买 设备 吊装 费 记入 科目
4594,请问能不能多讲一些房地产行业的税务知识，直播里面很少有关于房地产的,请问 讲 一些 房地产 行业 税务 知识 直播 房地产
4595,老师好，公司从个人借入短期借款，个人收取公司支付的利息时，交纳个人所得税吗？,老师 公司 个人 借入 短期 借款 个人 收取 公司 支付 利息 时 交纳 个人所得税
4596,公司要重新整理前几年的账，做完账，会出现财务报表与系统申报的报表数据对不上，怎么解决这个问题？,公司 重新整理 前 几年 账 做 完账 财务报表 系统 申报 报表 数据 对不上 解决
4597,老师，我昨天点开开票软件，他就自动超税清卡了，怎么办还没申报纳税呢,老师 昨天 点开 开票 软件 自动 超税 清卡 申报 纳税
4598,我老板原有一家商贸公司，前不久因业务需要又开了一家加工企业，这个加工企业从商贸公司购入了厂房，请问对这个厂房加工厂应取得何种发票入帐（这两个公司都是一般纳税人）才能达到帐务处理要求？加工企业购买生产设备，可取得的机器设备发票却是开给了那家商贸公司，请问如何进行处理才能符合税务要求？,老板 原有 一家 商贸 公司 前不久 业务 开 一家 加工 企业 加工 企业 商贸 公司 购入 厂房 请问 厂房 加工厂 应 何种 发票 入帐 两个 公司 纳税人 帐务 加工 企业 购买 生产 设备 机器设备 发票 却是 开给 那家 商贸 公司 请问 符合 税务
4599,.T3的一级科目是不是只有三个数字呀？怎么和书上看到不一样,T3 一级 科目 三个 数字 书上
4600,比如开发票10000元，工资8000元，那么我做会计分录是这样的，借银行存款10000贷主营收入9523.81贷应交税费应交增值税476.19，确认成本时：借主营业务成本7619.05借应交增值税380.95贷应付职工薪酬8000，这样对吗,开发票 10000 元 工资 8000 元 做 会计分录 银行存款 10000 贷 主营 收入 9523.81 贷 应交 税费 应交 增值税 476.19 确认 成本 时 主营业务 成本 7619.05 应交 增值税 380.95 贷 应付 职工 薪酬 8000
4601,加油票可以抵税，是不是拿油票去换增值税发票呢，还有过桥费也能抵税,加油 票 抵税 油票 换 增值税 发票 过桥费 抵税
4602,温泉发票怎么申购？,温泉 发票 申购
4603,网上报国税地税怎么学习,网上 报国 税 地税 学习
4604,我的朋友新开了一家加油站，可投资建成的房屋厂地及购入的加油设施全部都没有取得发票，请问建帐如何进行处理才能符合税务要求，如果想补开发票入帐应取得普票还是取得专票好？,朋友 新开 一家 加油站 投资 建成 房屋 厂地 购入 加油 设施 发票 请问 建帐 符合 税务 想补 开发票 入帐 应 普票 专票
4605,老师，你好，请问单件固定资产低于5000元，计提折旧时是一次性计提完吗？,老师 你好 请问 单件 固定资产 低于 5000 元 计提 折旧 时 一次性 计提 完
4606,老师，无形资产入资后又撤资怎样做账务处理？比如100入资，到现在已经摊销了80，只剩20了，怎样把这部分实收资本，累计摊销，无形资产给冲平,老师 无形资产 入资后 撤资 做 账务 100 入资 摊销 80 剩 20 这部分 实收 资本 累计 摊销 无形资产 冲平
4607,老师，我有两个问题：1.对方以个人名义去税局代开增值税普通发票3%给我们，可是我们是一般纳税人，开给客户是17%，这样可以吗？2.增值税专用发票3%的进项，可以开17%的销项发票吗？,老师 两个 个人 名义 税局 代开 增值税 普通发票 3% 纳税人 开 客户 17% 增值税 专用发票 3% 进项 开 17% 销项 发票
4608,小规模企业，开具了普通发票四十万元，那么应该缴纳的税种有哪些，各项税费计算的公式是什么？求助！！！,小规模 企业 开具 普通发票 四十 万元 缴纳 税种 各项 税费 计算 公式 求助
4609,关于客户提供一个样品，让我们去生产一个这样的产品，我们从寄样品给供应商，到开模出来这一系列的费用该怎么划分费用科目，归到哪个部门，这些通过开模制造出来的产品若对方没有申请专利，有可能也会去申请专利,客户 提供 样品 生产 产品 寄 样品 供应商 开模 一系列 费用 划分 费用 科目 部门 开模 制造 产品 申请专利 申请专利
4610,你好，我想从最基础开始学习初级的课程，请问，看初级职称里的哪个课程比较合适？,你好 想 基础 学习 初级 课程 请问 初级职称 里 课程 合适
4611,那货物名称需要一致吗？比如进项名称是“珠江电缆”，销项开“”电缆”，或者进项是“电缆”，销项开“珠江电缆”，这样可以吗？,货物 名称 进项 名称 珠江 电缆 销项 开 电缆 进项 电缆 销项 开 珠江 电缆
4612,老师好，我们有家分公司在青岛那边的，所以有请外账。之后个月双方核对账目一致。但是上年我们忘了给一组数据给青岛那边的财务了，所以把他补在今年了。到时本年累计数和我方是不一致的。现在我们怕下年的年初数和后续的本年累计数都不一致。想问有什么方法处理一下？,老师 有家 分公司 青岛 请 外账 月 核对 账目 上年 忘 一组 数据 青岛 财务 补 时本 年 累计数 我方 年 年初 数 后续 本年 累计数 想 问 方法
4613,再填增值税纳税申报表时的收入应填写扣除后的不含税销售额吗？就是差额收入吗,填 增值税 纳税 申报表 时 收入 应 填写 扣除 不含税 销售额 差额 收入
4614,设计打样属于劳务吗？,设计 打样 劳务
4615,送礼的茶叶发票怎么做账，有9000多块钱,送礼 茶叶 发票 做账 9000 块钱
4616,"老师,我公司5月份销售一笔货,没开发票,正常做收入,而且税款已交.现在又要做成赠送的不收钱了,怎么做账?",老师 公司 月份 销售 一笔 货 开发票 做 收入 税款 已交 做成 赠送 收钱 做账
4617,贸易公司，购买商品，款已付，货已到，但是本月供应商不给开发票，下月给发票，我怎么做分录呢,贸易 公司 购买 商品 款 已付 货已 本月 供应商 开发票 月 发票 做 分录
4618,我遇到个问题，厂房租赁费预付了11月-18年3月份的共25万，发票下个月回款，本月需要提到制造费用里，计入成本中，我这样做了一下，您帮我看看这样处理可行吗，1、银行存款预付25万借：预付账款--鑫特25万贷：银行存款25万2、预提本月制造费用借：制造费用7.5万贷：预付账款-暂估7.5万（在科目中另外设立一个鑫特暂估科目）3、11月份发票回来了：（1）冲销、10月份预提费用--2借：制造费用-7.5万贷：预付账款--暂估-7.5万（2）回发票借：制造费用15万长期待摊10万贷：预付账款--鑫特25万,厂房 租赁费 预付 11 月 18 年 月份 25 万 发票 下个月 回款 本月 提到 制造费用 里 计入 成本 中 做 帮 可行 银行存款 预付 25 万借 预付 账款 鑫特 25 万贷 银行存款 25 万 预提 本月 制造费用 制造费用 7.5 万贷 预付 账款 暂估 7.5 万 科目 中 设立 鑫特 暂估 科目 11 月份 发票 回来 冲销 10 月份 预提 费用 制造费用 7.5 万贷 预付 账款 暂估 7.5 万 回 发票 制造费用 15 万 长期 待摊 10 万贷 预付 账款 鑫特 25 万
4619,残保金的工资总额包括年底奖金、13薪吗,残 保金 工资总额 包括 年底 奖金 13 薪
4620,老师，您好，我司是适用小企业会计准则，政府有两笔资金投入我司，一笔是科研经费，一笔是运营补贴，请问这两笔款分别入什么科目？,老师 您好 我司 小企业 会计准则 政府 两笔 资金投入 我司 一笔 科研经费 一笔 运营 补贴 请问 两笔 款 入 科目
4621,老师，你好，我单位是小规模纳税人，单位的房子是租个人的，每个月水电费房东不给发发票，请问我要如何入账，你房东的发票复印件可以吗,老师 你好 单位 小规模 纳税人 单位 房子 租 个人 月 水电费 房东 发 发票 请问 我要 入账 房东 发票 复印件
4622,租赁合同跟实际经营地址不是同一个地方，可以去工商局改地址吗,租赁 合同 经营 地址 同一个 地方 工商局 改 地址
4623,老师，请问企业所税税后续管理分析核查表要如何填淘气小猫咪(2305772342)8:48:53企业连续几年亏损是工贸小规模纳税人厂房办公楼全部出租，但是租金直接打给老板的，,老师 请问 企业 所税税 后续 管理 分析 核查 表要 填 淘气 小猫咪 2305772342 48 53 企业 连续 几年 亏损 工贸 小规模 纳税人 厂房 办公楼 出租 租金 老板
4624,老师，有一个员工没打报告离职，老板说到年底工资才发给他，上个月前面的会计个税申报了他的工资，是挂了帐的，在资产负债表上体现的是负数，这个月前面会计说报表上不好看想把这个帐做平不挂帐，但是实际不支付给他，叫我年底的时候记着，你说我现在是一直挂到年底好，还是像前面会计那样做,老师 员工 没打 报告 离职 老板 说 年底 工资 发给 上个月 会计 税 申报 工资 挂 帐 资产 负债表 体现 负数 月 会计 说 报表 好看 想 帐 做平 挂帐 支付 年底 记着 说 挂到 年底 会计 做
4625,老师我想问一下，现金流量表可以看出这个企业什么情况？可以评估什么东西，可以确定什么东西？他是销售家居企业企业准备投标了。,老师 想 问 现金流量 表 企业 情况 评估 东西 东西 销售 家居 企业 企业 投标
4626,外账建立不起来，可以申请核定征收吗？,外账 建立 申请 核定 征收
4627,老师，银行买的汇票是不是几个公司都可以用？,老师 银行 买 汇票 几个 公司
4628,老师，我公司的经营业务是这些：计算机软硬件、游戏软件、电子产品、通信产品的技术开发与销售；网络技术开发与技术咨询；货物及技术进出口。^因特网接入服务业务、信息服务业务。现在有这么个情况：我们帮忙给兄弟单位（做电商平台的）开通了第三方支付账号，为兄弟公司代收平台中的充值款，收到充值款后有把钱转到了兄弟单位的员工账户上，第三方支付账号的对应公司有开了我们公司名称的转账手续费发票。其实按这个情况来说是不合理的。但是公司已经怎么做了，我想问问老师这边有什么办法可以把这个业务给合理化了。签合同还是怎么样，成本这块我应该怎么做，想把这个第三方支付账号提现在外账中，帮忙解答一下，谢谢。我被这块卡住了,老师 公司 经营 业务 计算机 软硬件 游戏软件 电子产品 通信 产品 技术开发 销售 网络 技术开发 技术咨询 货物 技术 进出口 因特网 接入 服务 业务 信息 服务 业务 情况 帮忙 兄弟 单位 做 电商 平台 开通 第三方 支付 账号 兄弟 公司 代收 平台 中 充值 款 收到 充值 款后 钱 转到 兄弟 单位 员工 账户 第三方 支付 账号 公司 有开 公司 名称 转账 手续费 发票 情况 不合理 公司 做 想 问问 老师 办法 业务 合理化 签合同 成本 这块 做 想 第三方 支付 账号 提 外账 中 帮忙 解答 谢谢 这块 卡住
4629,中石油开具的IC卡充值款发票可以直接入账吗？,中 石油 开具 IC卡 充值 款 发票 入账
4630,老师你好，请问外出做业务的餐费进业务招待费还是其他？,老师 你好 请问 外出 做 业务 餐费 进 业务 招待费
4631,请问一下靳焕一老师的初级实务和初级经济法的直播讲义有纸质版可以买吗？或者有Word文档,请问 靳焕 一 老师 初级 实务 初级 经济法 直播 讲义 纸质 版 买 Word 文档
4632,老师，请问，我们公司已租有厂房，营业执照上的办公地址也是目前的这个厂房地址，但由于业务的扩张，公司决定在另外一栋的厂房里边租一层楼来做车间，然后，进行生产。再然后，这栋厂房楼就在我们厂房办公地址的旁边。请问，假如想要租旁边这栋楼的其中一层来作为生产车间的话，我这边需要怎么去增加这个地址？,老师 请问 公司 已租 厂房 营业执照 办公 地址 厂房 地址 业务 扩张 公司 一栋 厂房 里边 租 一层楼 做 车间 生产 这栋 厂房 楼 厂房 办公 地址 旁边 请问 想要 租 旁边 这栋 楼 一层 生产 车间 增加 地址
4633,对于核定征收的小规模纳税人做账也要价税分离吗,核定 征收 小规模 纳税人 做账 要价 税 分离
4634,老师，请问我们10月26号收到一笔美元，然后在10月30号结汇，应该怎么做凭证,老师 请问 10 月 26 号 收到 一笔 美元 10 月 30 号 结汇 做 凭证
4635,老师～残保金申报～在职职工工资总额一栏包含公司承担社保部分吗,老师 残 保金 申报 在职 职工 工资总额 一栏 包含 公司 承担 社保
4636,老师您好！想问一下我们公司资产负债率是91%，那我们公司的负债怎么填,老师 您好 想 问 公司 资产负债率 91% 公司 负债 填
4637,老师，你好，我兼职了一家民办非营利组织机构有一年多了，每个月正常报税，但是季度所得税从来没有申服过，也打电话咨询过当地税务机关，回复是没有就不用报，请问以老师的经验，这样以后查账会不会补交税呢？,老师 你好 兼职 一家 民办 非营利 组织 机构 一年 月 报税 季度 所得税 申 服过 打电话 咨询 税务机关 回复 不用 报 请问 老师 经验 查账 补 交税
4638,"我们公司这边之前分固定资产电脑之类的都是开的总公司的票交给总公司了就房租租赁费开专票开的我们公司，我建账时候固定资产怎么入账？我只要把我实际产生的做内账就行,不管税务那块,发生销售采购的开票的就去保税就行对么？",公司 分 固定资产 电脑 开 总公司 票 交给 总公司 房租 租赁费 开专票 开 公司 建账 固定资产 入账 做 内账 行 税务 块 发生 销售 采购 开票 保税 就行
4639,老师请教个问题：股权变更是不是只需要缴纳印花税？是在注册地缴纳还是在股东所在地缴纳？,老师 请教 股权 变更 缴纳 印花税 注册地 缴纳 股东 所在地 缴纳
4640,销售商品，商品出库的会计分录如何做，商品出库的金额在进销存软件里如何确定,销售 商品 商品 出库 会计分录 做 商品 出库 金额 进销存 软件 里
4641,老师我给销售部门租了辆车办业务用的，分录写销售费用-汽车租赁费对吗,老师 销售 部门 租 辆车 办 业务 分录 写 销售费用 汽车 租赁费
4642,老师，我想问一个个人独资企业，在交个税时是按什么名义交呢？,老师 想 问 个人独资 企业 交个 税时 名义 交
4643,开票这里有问题吗规定的开户行：招商银行广州科技园支行填成：招商银行股份有限公司广州科技园支行,开票 开户行 招商银行 广州 科技园 支行 填成 招商银行 股份 有限公司 广州 科技园 支行
4644,老师您好，如果股权变更转让价款远低于注册金额可以吗？另外这种情况还需要缴纳个人所得税吗？,老师 您好 股权 变更 转让 价款 远 低于 注册 金额 情况 缴纳 个人所得税
4645,小规模免税企业，运输公司，本月收入2000，印花税怎么计算，印花税用缴纳么？发票税率处写的零星号无税率，2000应该是含税收入。。。。。那印花税怎么计算,小规模 免税 企业 运输 公司 本月 收入 2000 印花税 计算 印花税 缴纳 发票 税率 处写 零星 号 税率 2000 含 税收 入 印花税 计算
4646,老师，商业楼的发票怎么开？是对方开还是找地税开？,老师 商业楼 发票 开 开 找 地税 开
4647,老师，我们公司10月26号收到一笔美元货款219965，同时支付了35美元的发报行费用，然后在10月30号结汇人民币1458895.87元，应该怎么做凭证（麻烦分录后面带金额），谢谢！,老师 公司 10 月 26 号 收到 一笔 美元 货款 219965 支付 35 美元 发报 行 费用 10 月 30 号 结汇 人民币 1458895.87 元 做 凭证 麻烦 分录 金额 谢谢
4648,老师，请问，如我这月出给A客户的销售额是3万，成本也就是出这3万货用的成本，但是我又拿了A客户1万元的货，我跟A客户对账金额变成2万了，那这样我的成本怎么算啊,老师 请问 月 客户 销售额 万 成本 万货用 成本 客户 万元 货 客户 对账 金额 万 成本 算
4649,老师您好，个人到税局代开40000元的普通工程发票，个人所得税怎么缴纳，应该交多少？,老师 您好 个人 税局 代开 40000 元 工程 发票 个人所得税 缴纳 交
4650,老师，请问员工加班的餐费可以直接做到工资表里放应付职工薪酬么,老师 请问 员工 加班 餐费 工资表 里 放 应付 职工 薪酬
4651,请问这两种单据算发票吗？可以入账吧？,请问 两种 单据 算 发票 入账
4652,上午好，。老师！我现在这个公司的外账一直都是代理记账公司做的（一般纳税人），10月老板让我接手，请问接手外账交接的时候需要注意什么事项呢？我以前没有做过外账，还麻烦老师解答详细点，谢谢老师,上午 老师 公司 外账 代理 记账 公司 做 纳税人 10 月 老板 接手 请问 接手 外账 交接 事项 做过 外账 麻烦 老师 解答 详细 点 谢谢 老师
4653,你好，我想请问一下，公司发出去的货的销售单以及发货的货运单是谁保管,你好 想 请问 公司 发出 货 销售 发货 货运单
4654,请问员工预借工资1000，下次发工资时扣掉，发工资后我是不是应该给他开个收据？那在扣个税时这个预借的部分要算上吗？,请问 员工 预借 工资 1000 下次 发工资 时 扣掉 发工资 开个 收据 扣个 税时 预借 要算
4655,漆包线、磁芯、纸箱、电感对于电子商务公司来说是原材料还是库存商品？,漆包线 磁芯 纸箱 电感 电子商务 公司 原材料 库存商品
4656,老师个人所得税中速算扣除数填啥呀,老师 个人所得税 中 速算 扣除 数填
4657,老师我想问个技术问题网校老师课件全是PDF背景绿色的打印很浪费墨如何调成黑白色请高手或专业老师指导下谢谢,老师 我想 问个 技术 网校 老师 课件 全是 PDF 背景 绿色 打印 浪费 墨 调成 黑 白色 请 高手 专业 老师 指导 谢谢
4658,看发票的税率要是税率是17%是不是说明销售方是一般纳税人这个税率代表的是销售的一方对吧,发票 税率 税率 17% 销售方 纳税人 税率 代表 销售 一方
4659,老师你好，请问下，公司组织旅游费用怎么做账，需要分配到个人吗,老师 你好 请问 公司 组织 旅游 费用 做账 分配 个人
4660,老师，我们这个公司章程上只写了法人一个认缴出资，现在总共只认缴了18000的实收资本，现在有一个人想要入股，他拿了一个车子和一堆桌椅柜子入股，车子有个二手车销售发票，买方写的是公司的名字，桌椅柜子没有发票，这些该怎么处理,老师 公司章程 写 法人 认缴 出资 总共 认缴 18000 实收 资本 想要 入股 车子 一堆 桌椅 柜子 入股 车子 有个 二手车 销售 发票 买方 写 公司 名字 桌椅 柜子 发票
4661,老师您好，我想问个问题：公司是小规模，月末结转损益收入的时候，为什么结转的是不含税价格，小规模的应交增值税不应该是计入成本吗？应该是含税的金额呀,老师 您好 想 问个问题 公司 小规模 月末 结转 损益 收入 为什么 结转 不含税 价格 小规模 应交 增值税 计入 成本 含税 金额
4662,我公司为建筑业分公司公司，公司很小，公司报销流程设定为，会计，老总签字就可以找出纳拿钱了，这样的报销流程会不会太简单了，税务局对此有要求吗？,公司 建筑业 分公司 公司 公司 很小 公司 报销 流程 设定 会计 老总 签字 找出 纳拿钱 报销 流程 太 简单 税务局 对此
4663,老师，我问下个人去税局代开发票，需要交个人所得税吗？代开金额是：28950元,老师 问下 个人 税局 代 开发票 交 个人所得税 代开 金额 28950 元
4664,请问老师房地产行业在筹建期缴纳的土地使用税计入开发成本还是税金及附加？,请问 老师 房地产 行业 筹建 期 缴纳 土地 使用税 计入 开发成本 税金 附加
4665,会计学堂手机版除了视频课件，还有文字讲义吗？,会计 学堂 手机 版 视频 课件 文字 讲义
4666,可以下载到手机上看吗,下载 手机
4667,老师，按照合同支付预付款，用于给幼儿园装修设计。借在建工程贷银行存款还是借预付账款贷银行存款,老师 合同 支付 预付款 用于 幼儿园 装修 设计 在建 工程 贷 银行存款 预付 账款 贷 银行存款
4668,老师，今天去国税，听国税人员对一纳税户处罚，原因..17%税率开成3%，收不回来，国税说一张罚三万，我看了发票管理法，没发现有这处罚规定呀,老师 国税 听 国税 人员 一 纳税户 处罚 原因 17% 税率 开成 3% 收 回来 国税 说 一张 罚 三万 发票 管理法 发现 处罚
4669,老师你好，我想问一下，这个我怎么填，0报,老师 你好 想 问 填 报
4670,请问网上对账里的兴业银行的明细账账单查询，我怎么点进每一笔的明细再看呢？,请问 网上 对账 里 兴业银行 明细账 账单 查询 点进 一笔 明细
4671,老师，个人去税局代开发票金额是：28950元，要交多少个人所得税？怎么计算的呢？,老师 个人 税局 代 开发票 金额 28950 元 要交 个人所得税 计算
4672,工商银行网银电子回单怎么打印?,工商银行 网银 电子 回单 打印
4673,固定资产一定要留残值吗？,固定资产 留 残值
4674,我朋友投资办了一家公司，所有的厂房、设备全部没有取得发票，现在建帐想用建厂房时买入的水泥、砂石发票来做为取得厂房等资产的入帐凭证，是否可行？,朋友 投资 办 一家 公司 厂房 设备 发票 建帐 想 用建 厂房 时 买入 水泥 砂石 发票 做 厂房 资产 入帐 凭证 可行
4675,应是10月付的银行手续费，记入了9月付手续费，现在要做什么凭证修改？,应是 10 月付 银行 手续费 记入 月付 手续费 做 凭证 修改
4676,请问报关时税局没有新规定要在产品名称前加行业名称，现在要求加上不加发票开不出来。报关单上是网盖，发票上加上了行业名称涂附磨具-网盖，退税能退吗？,请问 报关 时 税局 新 产品名称 前加 行业 名称 加 发票 开 报关单 网盖 发票 行业 名称 涂附 磨具 网盖 退税 退
4677,李老师，请问要先送货，再开具销项发票对吗？这个时间的问题，开了发票，再送货是否逻辑顺序不合呢？,李老师 请问 先 送货 开具 销项 发票 时间 开 发票 送货 逻辑 顺序 不合
4678,你好!请问公司同事拿了一张购买二手车的发票回来，怎么入账。还没支付款的，跟个人购买的，是否直接用基本户转账,你好 请问 公司 同事 一张 购买 二手车 发票 回来 入账 支付款 个人 购买 户 转账
4679,老师，公司员工的工资可以在公户上直接打到本人名字下的银行卡上吧,老师 公司员工 工资 公户 名字 银行卡
4680,老师好，我有一个问题，我们是园林建设施工企业，现购进一批花草种子用于园林种植，取得的普票能否抵扣？如能抵扣，抵扣率是11还是13？抵扣额是否是价款合计直接乘以扣除率？,老师 园林 建设 施工 企业 现 购进 一批 花草 种子 用于 园林 种植 普票 抵扣 如能 抵扣 抵扣 率 11 13 抵扣 额 是否是 价款 合计 乘以 扣除 率
4681,老师，员工去县城施工地验收时吃饭开了发票，这个应该做什么费用合适,老师 员工 县城 施工 验收 时 吃饭 开 发票 做 费用 合适
4682,请问老师，小公司咖啡馆的收入都是打款到老板个人卡上的，内外账怎么做？,请问 老师 公司 咖啡馆 收入 打款 老板 个人 卡上 内外 账 做
4683,老师请问：防伪税控系统全额抵扣，在申报的时候，主表里因为进项大于销项，所以第23行的应纳税减征额为0，但附表4里本期抵减数我填了（应该不用填），怎么办？我可以下期继续抵扣吗？（已经清盘，我还能撤销申报吗）,老师 请问 防伪 税控 系统 全额 抵扣 申报 主 表里 进项 大于 销项 23 行 应 纳税 减征 额为 附表 里 本期 抵 减数 填 不用 填 下期 抵扣 清盘 撤销 申报
4684,老师，小微企业，开票四十万元，应缴纳的各项税费是多少，及计算公式,老师 小微 企业 开票 四十 万元 应 缴纳 各项 税费 计算公式
4685,工商地址变更，那投资的是另一家公司，不是某一个人，那是盖那公司的章，还是那公司的法人签名？,工商 地址 变更 投资 另一家 公司 盖 公司 章 公司 法人 签名
4686,工程合同约定审定后一年付款，那按税务上来说何时确定收入？,工程 合同 约定 审定 一年 付款 税务 收入
4687,员工11月份来报销8，9月份的费用，这些费用可以计入当月吗？有些费用没有发票只有收据，可以入账吗？,员工 11 月份 报销 月份 费用 费用 计入 当月 费用 发票 收据 入账
4688,第二次和第三次培训费不用记应收账款吗？,第二次 第三次 培训费 不用 记 应收 账款
4689,老师能帮我拟一张冲阔费的明细单吗,老师 帮 拟 一张 冲阔费 明细单
4690,老师，计提研发人员的社保，公积金怎么写分录,老师 计提 研发 人员 社保 公积金 写 分录
4691,老师请问报税需要上传的财务报表可以不按月传吗?核定征收企业帐不健全7月开始都没上传了,老师 请问 报税 上传 财务报表 月 核定 征收 企业 帐 健全 月 上传
4692,老师，请问开票270万，管理费用工资部份6万，其他没有，那所得税要交多少，怎么算，谢谢,老师 请问 开票 270 万 管理费用 工资 部份 万 所得税 要交 算 谢谢
4693,老师公司的临时工工资已在个税劳务报酬申报列表发放分录是借销售费用－劳务费贷：现金可以吗？还是要走应付职工薪酬,老师 公司 临时工 工资 税 劳务 报酬 申报 列表 发放 分录 销售费用 劳务费 贷 现金 走 应付 职工 薪酬
4694,金税三期里工资薪金公司现在工人没有买保险这个要怎么弄,金税 三期 里 工资 薪金 公司 工人 买 怎么弄
4695,老师，我想请教一下，我公司这个月来了10个实习生，给他们发了些实习岗位补贴，这个该怎么做账？,老师 想 请教 公司 月 10 实习生 发了 实习 岗位补贴 做账
4696,老师，试算不平衡应该怎么查原因‘’,老师 试算 平衡 查 原因
4697,老师，每月的资产负债表和利润表有什么勾稽关系,老师 每月 资产 负债表 利润表 勾稽 关系
4698,老师，公司新进以为股东，以固定资产入股，清单如图所示，清单中最终协议入股评估价值为350万，那么下面这些固定资产和工程类的价值如何入账呢，能不能把这笔入账分录详细的做出来让我看看，一点都不懂,老师 公司 新进 股东 固定资产 入股 清单 如图所示 清单 中 最终 协议 入股 评估 价值 350 万 固定资产 工程 类 价值 入账 这笔 入账 分录 详细 做 一点 懂
4699,可是没有地方申报啊，还要去税务重新办理吗？还问过税管老师，老师说我们可以免税,地方 申报 税务 办理 问过 税管 老师 老师 说 免税
4700,9月份预收金额是6500.然后发生金额是6400，单月欠款是500，单月折扣是540.（现场折扣的）慈善折扣68员（慈善都是过后几天来报销的，直接退现金的）这个个费用的过程怎么入账,月份 预收 金额 6500 发生 金额 6400 单月 欠款 500 单月 折扣 540 现场 折扣 慈善 折扣 68 员 慈善 过后 几天 报销 退 现金 费用 过程 入账
4701,老师好，一般纳税人，自己开租赁房屋发票，税率多少，税种选那个？,老师 纳税人 开 租赁 房屋 发票 税率 税种 选
